"sim","method","n.dims","fn","fp"
56,"PCA-LDA",19,1,0
56,"PCA-LDA",20,0,0
56,"PCA-LDA",21,0,0
56,"PCA-LDA",22,0,0
56,"PCA-LDA",23,0,0
56,"PCA-LDA",24,0,0
56,"PCA-LDA",25,0,0
56,"PCA-LDA",26,0,0
56,"PCA-LDA",27,0,0
56,"PCA-LDA",28,0,0
56,"PCA-LDA",29,0,0
56,"PCA-LDA",30,0,0
56,"PCA-LDA",31,0,0
56,"PCA-LDA",32,0,0
56,"PCA-LDA",33,0,0
56,"PCA-LDA",34,0,0
56,"PCA-LDA",35,0,0
56,"PCA-LDA",36,0,0
56,"PCA-LDA",37,0,0
56,"PCA-LDA",38,0,0
56,"PCA-LDA",39,0,0
57,"CCA-LDA",2,7,12
57,"CCA-LDA",3,4,6
57,"CCA-LDA",4,3,5
57,"CCA-LDA",5,3,5
57,"CCA-LDA",6,2,3
57,"CCA-LDA",7,2,4
57,"CCA-LDA",8,3,4
57,"CCA-LDA",9,2,1
57,"CCA-LDA",10,2,1
57,"CCA-LDA",11,1,1
57,"CCA-LDA",12,1,0
57,"CCA-LDA",13,1,0
57,"CCA-LDA",14,0,0
57,"CCA-LDA",15,0,0
57,"CCA-LDA",16,0,0
57,"CCA-LDA",17,0,0
57,"CCA-LDA",18,0,0
57,"CCA-LDA",19,0,0
57,"CCA-LDA",20,0,0
57,"CCA-LDA",21,0,0
57,"CCA-LDA",22,0,0
57,"CCA-LDA",23,0,0
57,"CCA-LDA",24,0,0
57,"CCA-LDA",25,0,0
57,"CCA-LDA",26,0,0
57,"CCA-LDA",27,0,0
57,"CCA-LDA",28,0,0
57,"CCA-LDA",29,0,0
57,"CCA-LDA",30,0,0
57,"CCA-LDA",31,0,0
57,"CCA-LDA",32,0,0
57,"CCA-LDA",33,0,0
57,"CCA-LDA",34,0,0
57,"CCA-LDA",35,0,0
57,"CCA-LDA",36,0,0
57,"CCA-LDA",37,0,0
57,"CCA-LDA",38,0,0
57,"CCA-LDA",39,0,0
57,"PCA-LDA",2,6,9
57,"PCA-LDA",3,8,12
57,"PCA-LDA",4,6,7
57,"PCA-LDA",5,4,8
57,"PCA-LDA",6,5,7
57,"PCA-LDA",7,4,6
57,"PCA-LDA",8,4,3
57,"PCA-LDA",9,4,3
57,"PCA-LDA",10,5,2
57,"PCA-LDA",11,3,2
57,"PCA-LDA",12,3,3
57,"PCA-LDA",13,1,1
57,"PCA-LDA",14,1,0
57,"PCA-LDA",15,0,0
57,"PCA-LDA",16,0,0
57,"PCA-LDA",17,0,0
57,"PCA-LDA",18,0,0
57,"PCA-LDA",19,0,0
57,"PCA-LDA",20,0,0
57,"PCA-LDA",21,0,0
57,"PCA-LDA",22,0,0
57,"PCA-LDA",23,0,0
57,"PCA-LDA",24,0,0
57,"PCA-LDA",25,0,0
57,"PCA-LDA",26,0,0
57,"PCA-LDA",27,0,0
57,"PCA-LDA",28,0,0
57,"PCA-LDA",29,0,0
57,"PCA-LDA",30,0,0
57,"PCA-LDA",31,0,0
57,"PCA-LDA",32,0,0
57,"PCA-LDA",33,0,0
57,"PCA-LDA",34,0,0
57,"PCA-LDA",35,0,0
57,"PCA-LDA",36,0,0
57,"PCA-LDA",37,0,0
57,"PCA-LDA",38,0,0
57,"PCA-LDA",39,0,0
58,"CCA-LDA",2,4,6
58,"CCA-LDA",3,2,9
58,"CCA-LDA",4,2,9
58,"CCA-LDA",5,1,8
58,"CCA-LDA",6,2,2
58,"CCA-LDA",7,1,2
58,"CCA-LDA",8,2,0
58,"CCA-LDA",9,2,0
58,"CCA-LDA",10,2,0
58,"CCA-LDA",11,1,0
58,"CCA-LDA",12,1,0
58,"CCA-LDA",13,0,0
58,"CCA-LDA",14,0,0
58,"CCA-LDA",15,0,0
58,"CCA-LDA",16,0,0
58,"CCA-LDA",17,0,0
58,"CCA-LDA",18,0,0
58,"CCA-LDA",19,0,0
58,"CCA-LDA",20,0,0
58,"CCA-LDA",21,0,0
58,"CCA-LDA",22,0,0
58,"CCA-LDA",23,0,0
58,"CCA-LDA",24,0,0
58,"CCA-LDA",25,0,0
58,"CCA-LDA",26,0,0
58,"CCA-LDA",27,0,0
58,"CCA-LDA",28,0,0
58,"CCA-LDA",29,0,0
58,"CCA-LDA",30,0,0
58,"CCA-LDA",31,0,0
58,"CCA-LDA",32,0,0
58,"CCA-LDA",33,0,0
58,"CCA-LDA",34,0,0
58,"CCA-LDA",35,0,0
58,"CCA-LDA",36,0,0
58,"CCA-LDA",37,0,0
58,"CCA-LDA",38,0,0
58,"CCA-LDA",39,0,0
58,"PCA-LDA",2,5,6
58,"PCA-LDA",3,5,5
58,"PCA-LDA",4,4,6
58,"PCA-LDA",5,4,6
58,"PCA-LDA",6,5,6
58,"PCA-LDA",7,4,6
58,"PCA-LDA",8,4,4
58,"PCA-LDA",9,3,4
58,"PCA-LDA",10,1,1
58,"PCA-LDA",11,0,2
58,"PCA-LDA",12,0,3
58,"PCA-LDA",13,0,0
58,"PCA-LDA",14,0,0
58,"PCA-LDA",15,0,0
58,"PCA-LDA",16,0,1
58,"PCA-LDA",17,0,0
58,"PCA-LDA",18,0,0
58,"PCA-LDA",19,0,0
58,"PCA-LDA",20,0,0
58,"PCA-LDA",21,0,0
58,"PCA-LDA",22,0,0
58,"PCA-LDA",23,0,0
58,"PCA-LDA",24,0,0
58,"PCA-LDA",25,0,0
58,"PCA-LDA",26,0,0
58,"PCA-LDA",27,0,0
58,"PCA-LDA",28,0,0
58,"PCA-LDA",29,0,0
58,"PCA-LDA",30,0,0
58,"PCA-LDA",31,0,0
58,"PCA-LDA",32,0,0
58,"PCA-LDA",33,0,0
58,"PCA-LDA",34,0,0
58,"PCA-LDA",35,0,0
58,"PCA-LDA",36,0,0
58,"PCA-LDA",37,0,0
58,"PCA-LDA",38,0,0
58,"PCA-LDA",39,0,0
59,"CCA-LDA",2,6,9
59,"CCA-LDA",3,4,10
59,"CCA-LDA",4,2,10
59,"CCA-LDA",5,3,10
59,"CCA-LDA",6,2,3
59,"CCA-LDA",7,2,4
59,"CCA-LDA",8,1,2
59,"CCA-LDA",9,1,3
59,"CCA-LDA",10,1,3
59,"CCA-LDA",11,1,2
59,"CCA-LDA",12,1,2
59,"CCA-LDA",13,1,2
59,"CCA-LDA",14,0,2
59,"CCA-LDA",15,0,0
59,"CCA-LDA",16,0,0
59,"CCA-LDA",17,0,0
59,"CCA-LDA",18,0,0
59,"CCA-LDA",19,0,0
59,"CCA-LDA",20,0,0
59,"CCA-LDA",21,0,0
59,"CCA-LDA",22,0,0
59,"CCA-LDA",23,0,0
59,"CCA-LDA",24,0,0
59,"CCA-LDA",25,0,0
59,"CCA-LDA",26,0,0
59,"CCA-LDA",27,0,0
59,"CCA-LDA",28,0,0
59,"CCA-LDA",29,0,0
59,"CCA-LDA",30,0,0
59,"CCA-LDA",31,0,0
59,"CCA-LDA",32,0,0
59,"CCA-LDA",33,0,0
59,"CCA-LDA",34,0,0
59,"CCA-LDA",35,0,0
59,"CCA-LDA",36,0,0
59,"CCA-LDA",37,0,0
59,"CCA-LDA",38,0,0
59,"CCA-LDA",39,0,0
59,"PCA-LDA",2,8,8
59,"PCA-LDA",3,8,10
59,"PCA-LDA",4,5,7
59,"PCA-LDA",5,6,5
59,"PCA-LDA",6,6,4
59,"PCA-LDA",7,5,4
59,"PCA-LDA",8,5,4
59,"PCA-LDA",9,3,4
59,"PCA-LDA",10,6,3
59,"PCA-LDA",11,3,4
59,"PCA-LDA",12,3,4
59,"PCA-LDA",13,2,3
59,"PCA-LDA",14,1,4
59,"PCA-LDA",15,1,2
59,"PCA-LDA",16,0,2
59,"PCA-LDA",17,0,1
59,"PCA-LDA",18,0,1
59,"PCA-LDA",19,0,1
59,"PCA-LDA",20,0,1
59,"PCA-LDA",21,0,1
59,"PCA-LDA",22,0,0
59,"PCA-LDA",23,0,0
59,"PCA-LDA",24,0,0
59,"PCA-LDA",25,0,0
59,"PCA-LDA",26,0,0
59,"PCA-LDA",27,0,0
59,"PCA-LDA",28,0,0
59,"PCA-LDA",29,0,0
59,"PCA-LDA",30,0,0
59,"PCA-LDA",31,0,0
59,"PCA-LDA",32,0,0
59,"PCA-LDA",33,0,0
59,"PCA-LDA",34,0,0
59,"PCA-LDA",35,0,0
59,"PCA-LDA",36,0,0
59,"PCA-LDA",37,0,0
59,"PCA-LDA",38,0,0
59,"PCA-LDA",39,0,0
60,"CCA-LDA",2,5,11
60,"CCA-LDA",3,4,4
60,"CCA-LDA",4,4,4
60,"CCA-LDA",5,4,5
60,"CCA-LDA",6,1,3
60,"CCA-LDA",7,2,2
60,"CCA-LDA",8,1,2
60,"CCA-LDA",9,1,1
60,"CCA-LDA",10,0,1
60,"CCA-LDA",11,0,0
60,"CCA-LDA",12,0,0
60,"CCA-LDA",13,0,1
60,"CCA-LDA",14,0,1
60,"CCA-LDA",15,0,1
60,"CCA-LDA",16,0,0
60,"CCA-LDA",17,0,0
60,"CCA-LDA",18,0,0
60,"CCA-LDA",19,0,0
60,"CCA-LDA",20,0,0
60,"CCA-LDA",21,0,0
60,"CCA-LDA",22,0,0
60,"CCA-LDA",23,0,0
60,"CCA-LDA",24,0,0
60,"CCA-LDA",25,0,0
60,"CCA-LDA",26,0,0
60,"CCA-LDA",27,0,0
60,"CCA-LDA",28,0,0
60,"CCA-LDA",29,0,0
60,"CCA-LDA",30,0,0
60,"CCA-LDA",31,0,0
60,"CCA-LDA",32,0,0
60,"CCA-LDA",33,0,0
60,"CCA-LDA",34,0,0
60,"CCA-LDA",35,0,0
60,"CCA-LDA",36,0,0
60,"CCA-LDA",37,0,0
60,"CCA-LDA",38,0,0
60,"CCA-LDA",39,0,0
60,"PCA-LDA",2,6,10
60,"PCA-LDA",3,7,12
60,"PCA-LDA",4,5,9
60,"PCA-LDA",5,5,9
60,"PCA-LDA",6,5,7
60,"PCA-LDA",7,5,6
60,"PCA-LDA",8,4,6
60,"PCA-LDA",9,4,6
60,"PCA-LDA",10,3,8
60,"PCA-LDA",11,3,8
60,"PCA-LDA",12,4,8
60,"PCA-LDA",13,4,8
60,"PCA-LDA",14,1,3
60,"PCA-LDA",15,0,3
60,"PCA-LDA",16,0,4
60,"PCA-LDA",17,0,4
60,"PCA-LDA",18,0,4
60,"PCA-LDA",19,0,3
60,"PCA-LDA",20,0,1
60,"PCA-LDA",21,0,1
60,"PCA-LDA",22,0,2
60,"PCA-LDA",23,0,0
60,"PCA-LDA",24,0,0
60,"PCA-LDA",25,0,0
60,"PCA-LDA",26,0,0
60,"PCA-LDA",27,0,0
60,"PCA-LDA",28,0,0
60,"PCA-LDA",29,0,0
60,"PCA-LDA",30,0,0
60,"PCA-LDA",31,0,0
60,"PCA-LDA",32,0,0
60,"PCA-LDA",33,0,0
60,"PCA-LDA",34,0,0
60,"PCA-LDA",35,0,0
60,"PCA-LDA",36,0,0
60,"PCA-LDA",37,0,0
60,"PCA-LDA",38,0,0
60,"PCA-LDA",39,0,0
61,"CCA-LDA",2,2,9
61,"CCA-LDA",3,3,8
61,"CCA-LDA",4,2,8
61,"CCA-LDA",5,2,9
61,"CCA-LDA",6,3,5
61,"CCA-LDA",7,2,4
61,"CCA-LDA",8,2,4
61,"CCA-LDA",9,1,4
61,"CCA-LDA",10,1,2
61,"CCA-LDA",11,1,2
61,"CCA-LDA",12,0,0
61,"CCA-LDA",13,0,0
61,"CCA-LDA",14,0,0
61,"CCA-LDA",15,0,1
61,"CCA-LDA",16,0,1
61,"CCA-LDA",17,0,1
61,"CCA-LDA",18,0,0
61,"CCA-LDA",19,0,0
61,"CCA-LDA",20,0,0
61,"CCA-LDA",21,0,1
61,"CCA-LDA",22,0,1
61,"CCA-LDA",23,0,0
61,"CCA-LDA",24,0,0
61,"CCA-LDA",25,0,0
61,"CCA-LDA",26,0,0
61,"CCA-LDA",27,0,0
61,"CCA-LDA",28,0,0
61,"CCA-LDA",29,0,0
61,"CCA-LDA",30,0,0
61,"CCA-LDA",31,0,0
61,"CCA-LDA",32,0,0
61,"CCA-LDA",33,0,0
61,"CCA-LDA",34,0,0
61,"CCA-LDA",35,0,0
61,"CCA-LDA",36,0,0
61,"CCA-LDA",37,0,0
61,"CCA-LDA",38,0,0
61,"CCA-LDA",39,0,0
61,"PCA-LDA",2,6,13
61,"PCA-LDA",3,6,6
61,"PCA-LDA",4,5,7
61,"PCA-LDA",5,6,3
61,"PCA-LDA",6,5,3
61,"PCA-LDA",7,6,4
61,"PCA-LDA",8,5,2
61,"PCA-LDA",9,5,1
61,"PCA-LDA",10,5,1
61,"PCA-LDA",11,4,2
61,"PCA-LDA",12,4,3
61,"PCA-LDA",13,1,2
61,"PCA-LDA",14,0,1
61,"PCA-LDA",15,0,1
61,"PCA-LDA",16,0,1
61,"PCA-LDA",17,0,1
61,"PCA-LDA",18,0,1
61,"PCA-LDA",19,0,1
61,"PCA-LDA",20,0,1
61,"PCA-LDA",21,0,0
61,"PCA-LDA",22,0,0
61,"PCA-LDA",23,0,0
61,"PCA-LDA",24,0,0
61,"PCA-LDA",25,0,0
61,"PCA-LDA",26,0,0
61,"PCA-LDA",27,0,0
61,"PCA-LDA",28,0,0
61,"PCA-LDA",29,0,0
61,"PCA-LDA",30,0,0
61,"PCA-LDA",31,0,0
61,"PCA-LDA",32,0,0
61,"PCA-LDA",33,0,0
61,"PCA-LDA",34,0,0
61,"PCA-LDA",35,0,0
61,"PCA-LDA",36,0,0
61,"PCA-LDA",37,0,0
61,"PCA-LDA",38,0,0
61,"PCA-LDA",39,0,0
62,"CCA-LDA",2,7,13
62,"CCA-LDA",3,6,9
62,"CCA-LDA",4,2,4
62,"CCA-LDA",5,2,4
62,"CCA-LDA",6,2,3
62,"CCA-LDA",7,1,2
62,"CCA-LDA",8,0,1
62,"CCA-LDA",9,0,1
62,"CCA-LDA",10,0,1
62,"CCA-LDA",11,0,0
62,"CCA-LDA",12,0,0
62,"CCA-LDA",13,0,0
62,"CCA-LDA",14,0,0
62,"CCA-LDA",15,0,0
62,"CCA-LDA",16,0,0
62,"CCA-LDA",17,0,0
62,"CCA-LDA",18,0,0
62,"CCA-LDA",19,0,0
62,"CCA-LDA",20,0,0
62,"CCA-LDA",21,0,0
62,"CCA-LDA",22,0,0
62,"CCA-LDA",23,0,0
62,"CCA-LDA",24,0,0
62,"CCA-LDA",25,0,0
62,"CCA-LDA",26,0,0
62,"CCA-LDA",27,0,0
62,"CCA-LDA",28,0,0
62,"CCA-LDA",29,0,0
62,"CCA-LDA",30,0,0
62,"CCA-LDA",31,0,0
62,"CCA-LDA",32,0,0
62,"CCA-LDA",33,0,0
62,"CCA-LDA",34,0,0
62,"CCA-LDA",35,0,0
62,"CCA-LDA",36,0,0
62,"CCA-LDA",37,0,0
62,"CCA-LDA",38,0,0
62,"CCA-LDA",39,0,0
62,"PCA-LDA",2,6,7
62,"PCA-LDA",3,6,8
62,"PCA-LDA",4,3,6
62,"PCA-LDA",5,3,5
62,"PCA-LDA",6,3,4
62,"PCA-LDA",7,1,3
62,"PCA-LDA",8,1,3
62,"PCA-LDA",9,1,0
62,"PCA-LDA",10,1,0
62,"PCA-LDA",11,0,1
62,"PCA-LDA",12,0,1
62,"PCA-LDA",13,0,1
62,"PCA-LDA",14,0,0
62,"PCA-LDA",15,0,0
62,"PCA-LDA",16,0,0
62,"PCA-LDA",17,0,0
62,"PCA-LDA",18,0,0
62,"PCA-LDA",19,0,0
62,"PCA-LDA",20,0,0
62,"PCA-LDA",21,0,0
62,"PCA-LDA",22,0,0
62,"PCA-LDA",23,0,0
62,"PCA-LDA",24,0,0
62,"PCA-LDA",25,0,0
62,"PCA-LDA",26,0,0
62,"PCA-LDA",27,0,0
62,"PCA-LDA",28,0,0
62,"PCA-LDA",29,0,0
62,"PCA-LDA",30,0,0
62,"PCA-LDA",31,0,0
62,"PCA-LDA",32,0,0
62,"PCA-LDA",33,0,0
62,"PCA-LDA",34,0,0
62,"PCA-LDA",35,0,0
62,"PCA-LDA",36,0,0
62,"PCA-LDA",37,0,0
62,"PCA-LDA",38,0,0
62,"PCA-LDA",39,0,0
63,"CCA-LDA",2,6,9
63,"CCA-LDA",3,6,8
63,"CCA-LDA",4,6,8
63,"CCA-LDA",5,4,4
63,"CCA-LDA",6,1,3
63,"CCA-LDA",7,1,3
63,"CCA-LDA",8,1,3
63,"CCA-LDA",9,1,2
63,"CCA-LDA",10,1,2
63,"CCA-LDA",11,1,2
63,"CCA-LDA",12,0,2
63,"CCA-LDA",13,0,1
63,"CCA-LDA",14,0,0
63,"CCA-LDA",15,0,0
63,"CCA-LDA",16,0,0
63,"CCA-LDA",17,0,0
63,"CCA-LDA",18,0,0
63,"CCA-LDA",19,0,0
63,"CCA-LDA",20,0,0
63,"CCA-LDA",21,0,0
63,"CCA-LDA",22,0,0
63,"CCA-LDA",23,0,0
63,"CCA-LDA",24,0,0
63,"CCA-LDA",25,0,0
63,"CCA-LDA",26,0,0
63,"CCA-LDA",27,0,0
63,"CCA-LDA",28,0,0
63,"CCA-LDA",29,0,0
63,"CCA-LDA",30,0,0
63,"CCA-LDA",31,0,0
63,"CCA-LDA",32,0,0
63,"CCA-LDA",33,0,0
63,"CCA-LDA",34,0,0
63,"CCA-LDA",35,0,0
63,"CCA-LDA",36,0,0
63,"CCA-LDA",37,0,0
63,"CCA-LDA",38,0,0
63,"CCA-LDA",39,0,0
63,"PCA-LDA",2,6,11
63,"PCA-LDA",3,5,8
63,"PCA-LDA",4,4,4
63,"PCA-LDA",5,4,4
63,"PCA-LDA",6,3,6
63,"PCA-LDA",7,4,5
63,"PCA-LDA",8,3,4
63,"PCA-LDA",9,3,5
63,"PCA-LDA",10,2,3
63,"PCA-LDA",11,1,3
63,"PCA-LDA",12,1,3
63,"PCA-LDA",13,2,3
63,"PCA-LDA",14,2,0
63,"PCA-LDA",15,2,0
63,"PCA-LDA",16,2,0
63,"PCA-LDA",17,2,0
63,"PCA-LDA",18,2,0
63,"PCA-LDA",19,2,0
63,"PCA-LDA",20,0,0
63,"PCA-LDA",21,0,0
63,"PCA-LDA",22,0,0
63,"PCA-LDA",23,0,0
63,"PCA-LDA",24,0,0
63,"PCA-LDA",25,0,0
63,"PCA-LDA",26,1,0
63,"PCA-LDA",27,0,0
63,"PCA-LDA",28,0,0
63,"PCA-LDA",29,0,0
63,"PCA-LDA",30,0,0
63,"PCA-LDA",31,0,0
63,"PCA-LDA",32,0,0
63,"PCA-LDA",33,0,0
63,"PCA-LDA",34,0,0
63,"PCA-LDA",35,0,0
63,"PCA-LDA",36,0,0
63,"PCA-LDA",37,0,0
63,"PCA-LDA",38,0,0
63,"PCA-LDA",39,0,0
64,"CCA-LDA",2,4,11
64,"CCA-LDA",3,3,7
64,"CCA-LDA",4,3,7
64,"CCA-LDA",5,4,7
64,"CCA-LDA",6,3,6
64,"CCA-LDA",7,1,7
64,"CCA-LDA",8,0,5
64,"CCA-LDA",9,1,2
64,"CCA-LDA",10,1,3
64,"CCA-LDA",11,1,2
64,"CCA-LDA",12,0,0
64,"CCA-LDA",13,0,0
64,"CCA-LDA",14,0,0
64,"CCA-LDA",15,0,0
64,"CCA-LDA",16,0,0
64,"CCA-LDA",17,0,0
64,"CCA-LDA",18,0,0
64,"CCA-LDA",19,0,0
64,"CCA-LDA",20,0,0
64,"CCA-LDA",21,0,0
64,"CCA-LDA",22,0,0
64,"CCA-LDA",23,0,0
64,"CCA-LDA",24,0,0
64,"CCA-LDA",25,0,0
64,"CCA-LDA",26,0,0
64,"CCA-LDA",27,0,0
64,"CCA-LDA",28,0,0
64,"CCA-LDA",29,0,0
64,"CCA-LDA",30,0,0
64,"CCA-LDA",31,0,0
64,"CCA-LDA",32,0,0
64,"CCA-LDA",33,0,0
64,"CCA-LDA",34,0,0
64,"CCA-LDA",35,0,0
64,"CCA-LDA",36,0,0
64,"CCA-LDA",37,0,0
64,"CCA-LDA",38,0,0
64,"CCA-LDA",39,0,0
64,"PCA-LDA",2,8,5
64,"PCA-LDA",3,3,6
64,"PCA-LDA",4,2,5
64,"PCA-LDA",5,3,5
64,"PCA-LDA",6,2,5
64,"PCA-LDA",7,2,4
64,"PCA-LDA",8,1,2
64,"PCA-LDA",9,2,1
64,"PCA-LDA",10,2,2
64,"PCA-LDA",11,2,3
64,"PCA-LDA",12,1,1
64,"PCA-LDA",13,0,2
64,"PCA-LDA",14,0,1
64,"PCA-LDA",15,1,0
64,"PCA-LDA",16,1,0
64,"PCA-LDA",17,0,0
64,"PCA-LDA",18,0,0
64,"PCA-LDA",19,0,0
64,"PCA-LDA",20,0,0
64,"PCA-LDA",21,0,0
64,"PCA-LDA",22,0,0
64,"PCA-LDA",23,0,0
64,"PCA-LDA",24,0,0
64,"PCA-LDA",25,0,0
64,"PCA-LDA",26,0,0
64,"PCA-LDA",27,0,0
64,"PCA-LDA",28,0,0
64,"PCA-LDA",29,0,0
64,"PCA-LDA",30,0,0
64,"PCA-LDA",31,0,0
64,"PCA-LDA",32,0,0
64,"PCA-LDA",33,0,0
64,"PCA-LDA",34,0,0
64,"PCA-LDA",35,0,0
64,"PCA-LDA",36,0,0
64,"PCA-LDA",37,0,0
64,"PCA-LDA",38,0,0
64,"PCA-LDA",39,0,0
65,"CCA-LDA",2,4,8
65,"CCA-LDA",3,5,10
65,"CCA-LDA",4,2,6
65,"CCA-LDA",5,3,6
65,"CCA-LDA",6,4,5
65,"CCA-LDA",7,4,5
65,"CCA-LDA",8,2,4
65,"CCA-LDA",9,0,3
65,"CCA-LDA",10,1,4
65,"CCA-LDA",11,0,3
65,"CCA-LDA",12,0,1
65,"CCA-LDA",13,0,2
65,"CCA-LDA",14,0,2
65,"CCA-LDA",15,0,1
65,"CCA-LDA",16,0,0
65,"CCA-LDA",17,0,0
65,"CCA-LDA",18,0,0
65,"CCA-LDA",19,0,0
65,"CCA-LDA",20,0,0
65,"CCA-LDA",21,0,0
65,"CCA-LDA",22,0,0
65,"CCA-LDA",23,0,0
65,"CCA-LDA",24,0,0
65,"CCA-LDA",25,0,0
65,"CCA-LDA",26,0,0
65,"CCA-LDA",27,0,0
65,"CCA-LDA",28,0,0
65,"CCA-LDA",29,0,0
65,"CCA-LDA",30,0,0
65,"CCA-LDA",31,0,0
65,"CCA-LDA",32,0,0
65,"CCA-LDA",33,0,0
65,"CCA-LDA",34,0,0
65,"CCA-LDA",35,0,0
65,"CCA-LDA",36,0,0
65,"CCA-LDA",37,0,0
65,"CCA-LDA",38,0,0
65,"CCA-LDA",39,0,0
65,"PCA-LDA",2,4,8
65,"PCA-LDA",3,5,7
65,"PCA-LDA",4,4,3
65,"PCA-LDA",5,5,5
65,"PCA-LDA",6,3,6
65,"PCA-LDA",7,3,7
65,"PCA-LDA",8,4,8
65,"PCA-LDA",9,4,7
65,"PCA-LDA",10,3,8
65,"PCA-LDA",11,4,8
65,"PCA-LDA",12,3,8
65,"PCA-LDA",13,5,5
65,"PCA-LDA",14,2,4
65,"PCA-LDA",15,3,4
65,"PCA-LDA",16,3,3
65,"PCA-LDA",17,1,2
65,"PCA-LDA",18,0,1
65,"PCA-LDA",19,0,1
65,"PCA-LDA",20,0,1
65,"PCA-LDA",21,0,0
65,"PCA-LDA",22,0,1
65,"PCA-LDA",23,0,0
65,"PCA-LDA",24,0,0
65,"PCA-LDA",25,0,0
65,"PCA-LDA",26,0,0
65,"PCA-LDA",27,0,0
65,"PCA-LDA",28,0,0
65,"PCA-LDA",29,0,0
65,"PCA-LDA",30,0,0
65,"PCA-LDA",31,0,0
65,"PCA-LDA",32,0,0
65,"PCA-LDA",33,0,0
65,"PCA-LDA",34,0,0
65,"PCA-LDA",35,0,0
65,"PCA-LDA",36,0,0
65,"PCA-LDA",37,0,0
65,"PCA-LDA",38,0,0
65,"PCA-LDA",39,0,0
66,"CCA-LDA",2,7,14
66,"CCA-LDA",3,5,7
66,"CCA-LDA",4,4,6
66,"CCA-LDA",5,2,5
66,"CCA-LDA",6,4,2
66,"CCA-LDA",7,4,2
66,"CCA-LDA",8,3,1
66,"CCA-LDA",9,2,1
66,"CCA-LDA",10,2,1
66,"CCA-LDA",11,3,1
66,"CCA-LDA",12,2,2
66,"CCA-LDA",13,0,0
66,"CCA-LDA",14,0,0
66,"CCA-LDA",15,0,0
66,"CCA-LDA",16,0,0
66,"CCA-LDA",17,0,0
66,"CCA-LDA",18,0,0
66,"CCA-LDA",19,0,0
66,"CCA-LDA",20,0,0
66,"CCA-LDA",21,0,0
66,"CCA-LDA",22,0,0
66,"CCA-LDA",23,0,0
66,"CCA-LDA",24,0,0
66,"CCA-LDA",25,0,0
66,"CCA-LDA",26,0,0
66,"CCA-LDA",27,0,0
66,"CCA-LDA",28,0,0
66,"CCA-LDA",29,0,0
66,"CCA-LDA",30,0,0
66,"CCA-LDA",31,0,0
66,"CCA-LDA",32,0,0
66,"CCA-LDA",33,0,0
66,"CCA-LDA",34,0,0
66,"CCA-LDA",35,0,0
66,"CCA-LDA",36,0,0
66,"CCA-LDA",37,0,0
66,"CCA-LDA",38,0,0
66,"CCA-LDA",39,0,0
66,"PCA-LDA",2,10,12
66,"PCA-LDA",3,7,11
66,"PCA-LDA",4,4,7
66,"PCA-LDA",5,4,6
66,"PCA-LDA",6,4,4
66,"PCA-LDA",7,5,6
66,"PCA-LDA",8,3,4
66,"PCA-LDA",9,3,4
66,"PCA-LDA",10,2,4
66,"PCA-LDA",11,3,4
66,"PCA-LDA",12,3,3
66,"PCA-LDA",13,2,2
66,"PCA-LDA",14,2,3
66,"PCA-LDA",15,2,3
66,"PCA-LDA",16,1,2
66,"PCA-LDA",17,0,2
66,"PCA-LDA",18,0,0
66,"PCA-LDA",19,0,0
66,"PCA-LDA",20,0,0
66,"PCA-LDA",21,0,0
66,"PCA-LDA",22,0,0
66,"PCA-LDA",23,0,0
66,"PCA-LDA",24,0,0
66,"PCA-LDA",25,0,0
66,"PCA-LDA",26,0,0
66,"PCA-LDA",27,0,0
66,"PCA-LDA",28,0,0
66,"PCA-LDA",29,0,0
66,"PCA-LDA",30,0,0
66,"PCA-LDA",31,0,0
66,"PCA-LDA",32,0,0
66,"PCA-LDA",33,0,0
66,"PCA-LDA",34,0,0
66,"PCA-LDA",35,0,0
66,"PCA-LDA",36,0,0
66,"PCA-LDA",37,0,0
66,"PCA-LDA",38,0,0
66,"PCA-LDA",39,0,0
67,"CCA-LDA",2,8,9
67,"CCA-LDA",3,5,6
67,"CCA-LDA",4,6,8
67,"CCA-LDA",5,4,7
67,"CCA-LDA",6,3,3
67,"CCA-LDA",7,3,3
67,"CCA-LDA",8,3,3
67,"CCA-LDA",9,3,3
67,"CCA-LDA",10,3,4
67,"CCA-LDA",11,2,3
67,"CCA-LDA",12,0,1
67,"CCA-LDA",13,0,1
67,"CCA-LDA",14,0,0
67,"CCA-LDA",15,0,0
67,"CCA-LDA",16,0,0
67,"CCA-LDA",17,0,0
67,"CCA-LDA",18,0,0
67,"CCA-LDA",19,0,0
67,"CCA-LDA",20,0,0
67,"CCA-LDA",21,0,0
67,"CCA-LDA",22,0,0
67,"CCA-LDA",23,0,0
67,"CCA-LDA",24,0,0
67,"CCA-LDA",25,0,0
67,"CCA-LDA",26,0,0
67,"CCA-LDA",27,0,0
67,"CCA-LDA",28,0,0
67,"CCA-LDA",29,0,0
67,"CCA-LDA",30,0,0
67,"CCA-LDA",31,0,0
67,"CCA-LDA",32,0,0
67,"CCA-LDA",33,0,0
67,"CCA-LDA",34,0,0
67,"CCA-LDA",35,0,0
67,"CCA-LDA",36,0,0
67,"CCA-LDA",37,0,0
67,"CCA-LDA",38,0,0
67,"CCA-LDA",39,0,0
67,"PCA-LDA",2,7,15
67,"PCA-LDA",3,3,9
67,"PCA-LDA",4,2,7
