"sim","method","n.dims","err","n.dims.min","n.dims.max","CV","Pi"
163,"PCA-LDA",NA,9,15,21,2,1
164,"CCA-LDA",NA,8,13,29,2,1
164,"PCA-LDA",NA,8,16,22,2,1
165,"CCA-LDA",NA,9,14,27,2,1
165,"PCA-LDA",NA,6,11,14,2,1
166,"CCA-LDA",NA,8,11,31,2,1
166,"PCA-LDA",NA,8,16,22,2,1
167,"CCA-LDA",NA,5,5,23,2,1
167,"PCA-LDA",NA,10,15,23,2,1
168,"CCA-LDA",NA,10,14,30,2,1
168,"PCA-LDA",NA,10,14,19,2,1
169,"CCA-LDA",NA,16,17,29,2,1
169,"PCA-LDA",NA,10,12,24,2,1
170,"CCA-LDA",NA,15,20,30,2,1
170,"PCA-LDA",NA,9,15,18,2,1
171,"CCA-LDA",NA,11,10,26,2,1
171,"PCA-LDA",NA,10,14,22,2,1
172,"CCA-LDA",NA,14,11,26,2,1
172,"PCA-LDA",NA,11,12,23,2,1
173,"CCA-LDA",NA,8,11,27,2,1
173,"PCA-LDA",NA,8,12,20,2,1
174,"CCA-LDA",NA,7,11,23,2,1
174,"PCA-LDA",NA,7,12,20,2,1
175,"CCA-LDA",NA,10,11,25,2,1
175,"PCA-LDA",NA,8,19,26,2,1
176,"CCA-LDA",NA,9,17,30,2,1
176,"PCA-LDA",NA,5,13,18,2,1
177,"CCA-LDA",NA,13,15,30,2,1
177,"PCA-LDA",NA,5,11,20,2,1
178,"CCA-LDA",NA,8,13,28,2,1
178,"PCA-LDA",NA,5,13,22,2,1
179,"CCA-LDA",NA,10,14,28,2,1
179,"PCA-LDA",NA,7,13,19,2,1
180,"CCA-LDA",NA,9,16,31,2,1
180,"PCA-LDA",NA,9,14,24,2,1
181,"CCA-LDA",NA,8,14,31,2,1
181,"PCA-LDA",NA,6,15,19,2,1
182,"CCA-LDA",NA,8,14,32,2,1
182,"PCA-LDA",NA,11,17,22,2,1
183,"CCA-LDA",NA,5,14,27,2,1
183,"PCA-LDA",NA,10,14,22,2,1
184,"CCA-LDA",NA,11,15,28,2,1
184,"PCA-LDA",NA,7,13,18,2,1
185,"CCA-LDA",NA,2,7,25,2,1
185,"PCA-LDA",NA,6,10,25,2,1
186,"CCA-LDA",NA,4,6,24,2,1
186,"PCA-LDA",NA,12,19,23,2,1
187,"CCA-LDA",NA,8,8,24,2,1
187,"PCA-LDA",NA,3,10,19,2,1
188,"CCA-LDA",NA,7,9,29,2,1
188,"PCA-LDA",NA,5,10,11,2,1
189,"CCA-LDA",NA,19,10,31,2,1
189,"PCA-LDA",NA,7,18,25,2,1
190,"CCA-LDA",NA,8,11,29,2,1
190,"PCA-LDA",NA,7,16,19,2,1
191,"CCA-LDA",NA,9,10,29,2,1
191,"PCA-LDA",NA,9,17,24,2,1
192,"CCA-LDA",NA,5,14,30,2,1
192,"PCA-LDA",NA,3,15,22,2,1
193,"CCA-LDA",NA,6,12,34,2,1
193,"PCA-LDA",NA,9,17,22,2,1
194,"CCA-LDA",NA,10,13,29,2,1
194,"PCA-LDA",NA,9,19,25,2,1
195,"CCA-LDA",NA,8,12,27,2,1
195,"PCA-LDA",NA,9,17,23,2,1
196,"CCA-LDA",NA,12,15,31,2,1
196,"PCA-LDA",NA,11,18,23,2,1
197,"CCA-LDA",NA,10,12,29,2,1
197,"PCA-LDA",NA,11,14,22,2,1
198,"CCA-LDA",NA,8,12,30,2,1
198,"PCA-LDA",NA,11,20,24,2,1
199,"CCA-LDA",NA,13,11,27,2,1
199,"PCA-LDA",NA,8,15,19,2,1
200,"CCA-LDA",NA,8,6,28,2,1
200,"PCA-LDA",NA,8,12,16,2,1
1,"CCA-LDA",NA,5,12,13,2,2
1,"PCA-LDA",NA,9,14,24,2,2
2,"CCA-LDA",NA,6,12,16,2,2
2,"PCA-LDA",NA,7,17,21,2,2
3,"CCA-LDA",NA,2,11,18,2,2
3,"PCA-LDA",NA,11,18,23,2,2
4,"CCA-LDA",NA,3,13,15,2,2
4,"PCA-LDA",NA,10,20,20,2,2
5,"CCA-LDA",NA,2,12,14,2,2
5,"PCA-LDA",NA,11,15,21,2,2
6,"CCA-LDA",NA,5,10,15,2,2
6,"PCA-LDA",NA,3,15,17,2,2
7,"CCA-LDA",NA,4,12,15,2,2
7,"PCA-LDA",NA,15,18,21,2,2
8,"CCA-LDA",NA,4,13,15,2,2
8,"PCA-LDA",NA,11,19,22,2,2
9,"CCA-LDA",NA,2,11,14,2,2
9,"PCA-LDA",NA,5,15,22,2,2
10,"CCA-LDA",NA,7,14,16,2,2
10,"PCA-LDA",NA,1,16,18,2,2
11,"CCA-LDA",NA,5,11,14,2,2
11,"PCA-LDA",NA,13,18,22,2,2
12,"CCA-LDA",NA,4,10,13,2,2
12,"PCA-LDA",NA,10,15,24,2,2
13,"CCA-LDA",NA,2,6,12,2,2
13,"PCA-LDA",NA,5,15,21,2,2
14,"CCA-LDA",NA,2,7,12,2,2
14,"PCA-LDA",NA,7,12,15,2,2
15,"CCA-LDA",NA,6,14,19,2,2
15,"PCA-LDA",NA,11,17,22,2,2
16,"CCA-LDA",NA,2,8,12,2,2
16,"PCA-LDA",NA,4,13,15,2,2
17,"CCA-LDA",NA,4,10,12,2,2
17,"PCA-LDA",NA,4,14,19,2,2
18,"CCA-LDA",NA,4,8,13,2,2
18,"PCA-LDA",NA,6,15,17,2,2
19,"CCA-LDA",NA,4,6,12,2,2
19,"PCA-LDA",NA,5,13,22,2,2
20,"CCA-LDA",NA,4,13,15,2,2
20,"PCA-LDA",NA,7,12,17,2,2
21,"CCA-LDA",NA,6,10,12,2,2
21,"PCA-LDA",NA,5,16,19,2,2
22,"CCA-LDA",NA,6,9,14,2,2
22,"PCA-LDA",NA,11,17,21,2,2
23,"CCA-LDA",NA,6,12,18,2,2
23,"PCA-LDA",NA,7,20,20,2,2
24,"CCA-LDA",NA,7,12,17,2,2
24,"PCA-LDA",NA,8,17,26,2,2
25,"CCA-LDA",NA,3,14,18,2,2
25,"PCA-LDA",NA,8,21,23,2,2
26,"CCA-LDA",NA,1,12,13,2,2
26,"PCA-LDA",NA,6,8,17,2,2
27,"CCA-LDA",NA,6,9,13,2,2
27,"PCA-LDA",NA,7,15,20,2,2
28,"CCA-LDA",NA,4,12,19,2,2
28,"PCA-LDA",NA,5,17,21,2,2
29,"CCA-LDA",NA,3,11,16,2,2
29,"PCA-LDA",NA,9,15,24,2,2
30,"CCA-LDA",NA,5,14,14,2,2
30,"PCA-LDA",NA,6,13,21,2,2
31,"CCA-LDA",NA,5,10,17,2,2
31,"PCA-LDA",NA,13,14,19,2,2
32,"CCA-LDA",NA,2,13,16,2,2
32,"PCA-LDA",NA,5,11,22,2,2
33,"CCA-LDA",NA,4,5,13,2,2
33,"PCA-LDA",NA,10,16,18,2,2
34,"CCA-LDA",NA,3,13,15,2,2
34,"PCA-LDA",NA,4,17,20,2,2
35,"CCA-LDA",NA,6,8,14,2,2
35,"PCA-LDA",NA,4,13,20,2,2
36,"CCA-LDA",NA,3,9,12,2,2
36,"PCA-LDA",NA,8,12,21,2,2
37,"CCA-LDA",NA,2,10,11,2,2
37,"PCA-LDA",NA,5,14,15,2,2
38,"CCA-LDA",NA,1,11,15,2,2
38,"PCA-LDA",NA,7,16,20,2,2
39,"CCA-LDA",NA,2,12,15,2,2
39,"PCA-LDA",NA,7,16,16,2,2
40,"CCA-LDA",NA,4,16,18,2,2
40,"PCA-LDA",NA,8,20,22,2,2
41,"CCA-LDA",NA,4,9,12,2,2
41,"PCA-LDA",NA,4,11,18,2,2
42,"CCA-LDA",NA,6,12,13,2,2
42,"PCA-LDA",NA,4,4,10,2,2
43,"CCA-LDA",NA,5,10,13,2,2
43,"PCA-LDA",NA,6,13,22,2,2
44,"CCA-LDA",NA,4,12,15,2,2
44,"PCA-LDA",NA,7,16,21,2,2
45,"CCA-LDA",NA,6,6,13,2,2
45,"PCA-LDA",NA,6,18,20,2,2
46,"CCA-LDA",NA,3,8,13,2,2
46,"PCA-LDA",NA,9,13,17,2,2
47,"CCA-LDA",NA,3,14,15,2,2
47,"PCA-LDA",NA,5,13,22,2,2
48,"CCA-LDA",NA,2,12,13,2,2
48,"PCA-LDA",NA,12,16,19,2,2
49,"CCA-LDA",NA,4,11,18,2,2
49,"PCA-LDA",NA,4,11,12,2,2
50,"CCA-LDA",NA,2,13,17,2,2
50,"PCA-LDA",NA,8,18,21,2,2
51,"CCA-LDA",NA,5,15,23,2,2
51,"PCA-LDA",NA,8,19,22,2,2
52,"CCA-LDA",NA,4,12,15,2,2
52,"PCA-LDA",NA,10,16,23,2,2
53,"CCA-LDA",NA,5,13,20,2,2
53,"PCA-LDA",NA,5,13,19,2,2
54,"CCA-LDA",NA,7,15,16,2,2
54,"PCA-LDA",NA,9,14,20,2,2
55,"CCA-LDA",NA,1,11,12,2,2
55,"PCA-LDA",NA,7,16,21,2,2
56,"CCA-LDA",NA,3,12,16,2,2
56,"PCA-LDA",NA,8,18,19,2,2
57,"CCA-LDA",NA,3,11,14,2,2
57,"PCA-LDA",NA,5,13,17,2,2
58,"CCA-LDA",NA,4,8,13,2,2
58,"PCA-LDA",NA,9,13,18,2,2
59,"CCA-LDA",NA,5,14,15,2,2
59,"PCA-LDA",NA,8,17,22,2,2
60,"CCA-LDA",NA,4,10,12,2,2
60,"PCA-LDA",NA,4,20,23,2,2
61,"CCA-LDA",NA,6,12,14,2,2
61,"PCA-LDA",NA,6,14,21,2,2
62,"CCA-LDA",NA,5,8,12,2,2
62,"PCA-LDA",NA,6,9,15,2,2
63,"CCA-LDA",NA,2,13,14,2,2
63,"PCA-LDA",NA,6,19,21,2,2
64,"CCA-LDA",NA,4,12,12,2,2
64,"PCA-LDA",NA,8,12,18,2,2
65,"CCA-LDA",NA,4,13,16,2,2
65,"PCA-LDA",NA,12,17,23,2,2
66,"CCA-LDA",NA,4,13,16,2,2
66,"PCA-LDA",NA,5,17,20,2,2
67,"CCA-LDA",NA,5,12,14,2,2
67,"PCA-LDA",NA,12,20,23,2,2
68,"CCA-LDA",NA,8,19,26,2,2
68,"PCA-LDA",NA,7,15,20,2,2
69,"CCA-LDA",NA,7,12,15,2,2
69,"PCA-LDA",NA,6,15,21,2,2
70,"CCA-LDA",NA,1,12,13,2,2
70,"PCA-LDA",NA,8,18,18,2,2
71,"CCA-LDA",NA,5,12,14,2,2
71,"PCA-LDA",NA,6,14,16,2,2
72,"CCA-LDA",NA,6,13,18,2,2
72,"PCA-LDA",NA,4,13,25,2,2
73,"CCA-LDA",NA,2,11,12,2,2
73,"PCA-LDA",NA,5,14,23,2,2
74,"CCA-LDA",NA,4,13,16,2,2
74,"PCA-LDA",NA,11,14,23,2,2
75,"CCA-LDA",NA,5,12,13,2,2
75,"PCA-LDA",NA,6,16,22,2,2
76,"CCA-LDA",NA,2,9,14,2,2
76,"PCA-LDA",NA,6,15,18,2,2
77,"CCA-LDA",NA,3,11,16,2,2
77,"PCA-LDA",NA,10,17,23,2,2
78,"CCA-LDA",NA,7,13,16,2,2
78,"PCA-LDA",NA,8,14,21,2,2
79,"CCA-LDA",NA,5,11,13,2,2
79,"PCA-LDA",NA,5,12,21,2,2
80,"CCA-LDA",NA,2,8,14,2,2
80,"PCA-LDA",NA,3,12,22,2,2
81,"CCA-LDA",NA,2,12,17,2,2
81,"PCA-LDA",NA,9,14,21,2,2
82,"CCA-LDA",NA,4,12,12,2,2
82,"PCA-LDA",NA,13,18,22,2,2
83,"CCA-LDA",NA,2,12,13,2,2
83,"PCA-LDA",NA,5,15,15,2,2
84,"CCA-LDA",NA,2,9,14,2,2
84,"PCA-LDA",NA,7,20,23,2,2
85,"CCA-LDA",NA,3,6,13,2,2
85,"PCA-LDA",NA,9,14,21,2,2
86,"CCA-LDA",NA,2,9,12,2,2
86,"PCA-LDA",NA,10,17,22,2,2
87,"CCA-LDA",NA,5,13,16,2,2
87,"PCA-LDA",NA,5,5,16,2,2
88,"CCA-LDA",NA,3,11,11,2,2
88,"PCA-LDA",NA,6,17,20,2,2
89,"CCA-LDA",NA,2,11,15,2,2
89,"PCA-LDA",NA,8,18,19,2,2
90,"CCA-LDA",NA,2,11,22,2,2
90,"PCA-LDA",NA,10,18,24,2,2
91,"CCA-LDA",NA,3,12,15,2,2
91,"PCA-LDA",NA,10,20,27,2,2
92,"CCA-LDA",NA,2,13,14,2,2
92,"PCA-LDA",NA,9,19,20,2,2
93,"CCA-LDA",NA,4,12,14,2,2
93,"PCA-LDA",NA,9,10,19,2,2
94,"CCA-LDA",NA,5,10,12,2,2
94,"PCA-LDA",NA,6,16,24,2,2
95,"CCA-LDA",NA,6,9,17,2,2
95,"PCA-LDA",NA,6,15,17,2,2
96,"CCA-LDA",NA,4,8,12,2,2
96,"PCA-LDA",NA,12,18,20,2,2
97,"CCA-LDA",NA,4,12,16,2,2
97,"PCA-LDA",NA,4,18,21,2,2
98,"CCA-LDA",NA,4,10,13,2,2
98,"PCA-LDA",NA,13,16,23,2,2
99,"CCA-LDA",NA,4,12,20,2,2
99,"PCA-LDA",NA,5,10,11,2,2
100,"CCA-LDA",NA,5,11,17,2,2
100,"PCA-LDA",NA,11,17,18,2,2
101,"CCA-LDA",NA,4,12,14,2,2
101,"PCA-LDA",NA,10,9,19,2,2
102,"CCA-LDA",NA,3,12,17,2,2
102,"PCA-LDA",NA,4,19,20,2,2
103,"CCA-LDA",NA,5,15,16,2,2
103,"PCA-LDA",NA,5,14,19,2,2
104,"CCA-LDA",NA,3,10,13,2,2
104,"PCA-LDA",NA,6,15,20,2,2
105,"CCA-LDA",NA,2,12,14,2,2
105,"PCA-LDA",NA,9,16,20,2,2
106,"CCA-LDA",NA,3,12,13,2,2
106,"PCA-LDA",NA,6,18,20,2,2
107,"CCA-LDA",NA,4,12,17,2,2
107,"PCA-LDA",NA,5,21,21,2,2
108,"CCA-LDA",NA,7,9,15,2,2
108,"PCA-LDA",NA,5,18,20,2,2
109,"CCA-LDA",NA,4,12,13,2,2
109,"PCA-LDA",NA,9,20,21,2,2
110,"CCA-LDA",NA,2,12,13,2,2
110,"PCA-LDA",NA,6,15,19,2,2
111,"CCA-LDA",NA,3,12,16,2,2
111,"PCA-LDA",NA,4,20,22,2,2
112,"CCA-LDA",NA,5,12,17,2,2
112,"PCA-LDA",NA,9,15,17,2,2
113,"CCA-LDA",NA,3,12,14,2,2
113,"PCA-LDA",NA,8,14,20,2,2
114,"CCA-LDA",NA,4,12,12,2,2
114,"PCA-LDA",NA,3,12,13,2,2
115,"CCA-LDA",NA,2,13,13,2,2
115,"PCA-LDA",NA,8,22,23,2,2
116,"CCA-LDA",NA,5,14,16,2,2
116,"PCA-LDA",NA,8,17,18,2,2
117,"CCA-LDA",NA,8,13,14,2,2
117,"PCA-LDA",NA,3,17,18,2,2
118,"CCA-LDA",NA,4,10,13,2,2
118,"PCA-LDA",NA,6,16,22,2,2
119,"CCA-LDA",NA,2,13,13,2,2
119,"PCA-LDA",NA,11,16,24,2,2
120,"CCA-LDA",NA,3,9,12,2,2
120,"PCA-LDA",NA,4,14,19,2,2
121,"CCA-LDA",NA,5,13,16,2,2
121,"PCA-LDA",NA,11,19,24,2,2
122,"CCA-LDA",NA,4,9,14,2,2
122,"PCA-LDA",NA,3,8,15,2,2
123,"CCA-LDA",NA,3,12,13,2,2
123,"PCA-LDA",NA,14,18,23,2,2
124,"CCA-LDA",NA,3,11,12,2,2
124,"PCA-LDA",NA,5,14,15,2,2
125,"CCA-LDA",NA,2,12,13,2,2
125,"PCA-LDA",NA,6,14,17,2,2
126,"CCA-LDA",NA,2,13,14,2,2
126,"PCA-LDA",NA,6,14,21,2,2
127,"CCA-LDA",NA,7,10,18,2,2
127,"PCA-LDA",NA,6,14,22,2,2
128,"CCA-LDA",NA,4,12,17,2,2
128,"PCA-LDA",NA,9,19,23,2,2
129,"CCA-LDA",NA,4,12,13,2,2
129,"PCA-LDA",NA,8,13,18,2,2
130,"CCA-LDA",NA,6,12,14,2,2
130,"PCA-LDA",NA,3,13,13,2,2
131,"CCA-LDA",NA,5,11,12,2,2
131,"PCA-LDA",NA,8,15,23,2,2
132,"CCA-LDA",NA,3,11,14,2,2
132,"PCA-LDA",NA,12,16,19,2,2
133,"CCA-LDA",NA,5,12,14,2,2
133,"PCA-LDA",NA,11,13,18,2,2
134,"CCA-LDA",NA,2,13,13,2,2
134,"PCA-LDA",NA,3,20,23,2,2
135,"CCA-LDA",NA,6,12,15,2,2
135,"PCA-LDA",NA,8,17,20,2,2
136,"CCA-LDA",NA,7,12,17,2,2
136,"PCA-LDA",NA,3,18,21,2,2
137,"CCA-LDA",NA,6,12,14,2,2
137,"PCA-LDA",NA,5,9,11,2,2
138,"CCA-LDA",NA,4,13,16,2,2
138,"PCA-LDA",NA,4,15,19,2,2
139,"CCA-LDA",NA,3,11,12,2,2
139,"PCA-LDA",NA,10,13,20,2,2
140,"CCA-LDA",NA,3,9,13,2,2
140,"PCA-LDA",NA,7,14,16,2,2
141,"CCA-LDA",NA,4,14,16,2,2
141,"PCA-LDA",NA,6,15,20,2,2
142,"CCA-LDA",NA,5,12,18,2,2
142,"PCA-LDA",NA,12,18,23,2,2
143,"CCA-LDA",NA,2,10,15,2,2
143,"PCA-LDA",NA,9,16,20,2,2
144,"CCA-LDA",NA,2,12,14,2,2
144,"PCA-LDA",NA,3,9,13,2,2
145,"CCA-LDA",NA,2,10,18,2,2
145,"PCA-LDA",NA,9,16,22,2,2
146,"CCA-LDA",NA,2,10,15,2,2
146,"PCA-LDA",NA,6,12,20,2,2
147,"CCA-LDA",NA,3,13,18,2,2
147,"PCA-LDA",NA,10,19,21,2,2
148,"CCA-LDA",NA,6,12,16,2,2
148,"PCA-LDA",NA,5,13,18,2,2
149,"CCA-LDA",NA,4,8,13,2,2
149,"PCA-LDA",NA,4,21,23,2,2
150,"CCA-LDA",NA,2,11,11,2,2
150,"PCA-LDA",NA,5,17,21,2,2
151,"CCA-LDA",NA,2,13,13,2,2
151,"PCA-LDA",NA,1,19,19,2,2
152,"CCA-LDA",NA,3,11,19,2,2
152,"PCA-LDA",NA,11,16,22,2,2
153,"CCA-LDA",NA,4,12,16,2,2
153,"PCA-LDA",NA,6,13,13,2,2
154,"CCA-LDA",NA,2,13,15,2,2
154,"PCA-LDA",NA,7,17,21,2,2
155,"CCA-LDA",NA,2,11,14,2,2
155,"PCA-LDA",NA,8,13,21,2,2
156,"CCA-LDA",NA,1,12,12,2,2
156,"PCA-LDA",NA,8,14,19,2,2
157,"CCA-LDA",NA,8,13,17,2,2
157,"PCA-LDA",NA,6,13,18,2,2
158,"CCA-LDA",NA,3,14,18,2,2
158,"PCA-LDA",NA,6,10,16,2,2
159,"CCA-LDA",NA,5,8,14,2,2
159,"PCA-LDA",NA,7,12,20,2,2
160,"CCA-LDA",NA,2,11,15,2,2
160,"PCA-LDA",NA,9,18,19,2,2
161,"CCA-LDA",NA,4,12,14,2,2
161,"PCA-LDA",NA,7,16,17,2,2
162,"CCA-LDA",NA,7,12,24,2,2
162,"PCA-LDA",NA,10,15,27,2,2
163,"CCA-LDA",NA,3,13,14,2,2
163,"PCA-LDA",NA,5,16,18,2,2
164,"CCA-LDA",NA,5,13,13,2,2
164,"PCA-LDA",NA,4,17,21,2,2
165,"CCA-LDA",NA,2,11,14,2,2
165,"PCA-LDA",NA,7,12,13,2,2
166,"CCA-LDA",NA,5,10,16,2,2
166,"PCA-LDA",NA,4,16,21,2,2
167,"CCA-LDA",NA,5,12,16,2,2
167,"PCA-LDA",NA,10,15,23,2,2
168,"CCA-LDA",NA,2,9,14,2,2
168,"PCA-LDA",NA,4,18,18,2,2
169,"CCA-LDA",NA,3,12,13,2,2
169,"PCA-LDA",NA,12,15,20,2,2
170,"CCA-LDA",NA,5,11,15,2,2
170,"PCA-LDA",NA,4,15,18,2,2
171,"CCA-LDA",NA,5,12,13,2,2
171,"PCA-LDA",NA,9,15,22,2,2
172,"CCA-LDA",NA,4,12,14,2,2
172,"PCA-LDA",NA,10,18,22,2,2
173,"CCA-LDA",NA,4,12,14,2,2
173,"PCA-LDA",NA,5,12,18,2,2
174,"CCA-LDA",NA,3,9,15,2,2
174,"PCA-LDA",NA,5,12,20,2,2
175,"CCA-LDA",NA,4,9,13,2,2
175,"PCA-LDA",NA,13,19,26,2,2
176,"CCA-LDA",NA,4,8,11,2,2
176,"PCA-LDA",NA,6,13,18,2,2
177,"CCA-LDA",NA,4,12,13,2,2
177,"PCA-LDA",NA,5,12,20,2,2
178,"CCA-LDA",NA,9,8,13,2,2
178,"PCA-LDA",NA,4,15,22,2,2
179,"CCA-LDA",NA,4,6,15,2,2
179,"PCA-LDA",NA,7,13,19,2,2
180,"CCA-LDA",NA,6,6,11,2,2
180,"PCA-LDA",NA,11,14,23,2,2
181,"CCA-LDA",NA,2,12,12,2,2
181,"PCA-LDA",NA,5,16,18,2,2
182,"CCA-LDA",NA,8,13,17,2,2
182,"PCA-LDA",NA,11,17,22,2,2
183,"CCA-LDA",NA,5,8,20,2,2
183,"PCA-LDA",NA,8,14,22,2,2
184,"CCA-LDA",NA,2,8,13,2,2
184,"PCA-LDA",NA,8,15,18,2,2
185,"CCA-LDA",NA,6,8,14,2,2
185,"PCA-LDA",NA,7,10,21,2,2
186,"CCA-LDA",NA,2,11,15,2,2
186,"PCA-LDA",NA,8,20,22,2,2
187,"CCA-LDA",NA,5,12,17,2,2
187,"PCA-LDA",NA,4,10,17,2,2
188,"CCA-LDA",NA,4,12,16,2,2
188,"PCA-LDA",NA,5,10,10,2,2
189,"CCA-LDA",NA,7,10,14,2,2
189,"PCA-LDA",NA,7,18,25,2,2
190,"CCA-LDA",NA,2,12,12,2,2
190,"PCA-LDA",NA,6,17,17,2,2
191,"CCA-LDA",NA,3,15,20,2,2
191,"PCA-LDA",NA,11,18,22,2,2
192,"CCA-LDA",NA,2,11,13,2,2
192,"PCA-LDA",NA,1,17,21,2,2
193,"CCA-LDA",NA,6,8,12,2,2
193,"PCA-LDA",NA,8,17,22,2,2
194,"CCA-LDA",NA,3,13,14,2,2
194,"PCA-LDA",NA,12,20,23,2,2
195,"CCA-LDA",NA,5,13,17,2,2
195,"PCA-LDA",NA,8,18,22,2,2
196,"CCA-LDA",NA,7,12,16,2,2
196,"PCA-LDA",NA,9,18,20,2,2
197,"CCA-LDA",NA,1,9,13,2,2
197,"PCA-LDA",NA,9,14,21,2,2
198,"CCA-LDA",NA,4,12,16,2,2
198,"PCA-LDA",NA,7,20,23,2,2
199,"CCA-LDA",NA,4,12,13,2,2
199,"PCA-LDA",NA,10,15,18,2,2
200,"CCA-LDA",NA,5,12,13,2,2
200,"PCA-LDA",NA,7,13,15,2,2
1,"CCA-LDA",NA,7,13,39,3,1
1,"PCA-LDA",NA,2,34,38,3,1
2,"CCA-LDA",NA,10,16,39,3,1
2,"PCA-LDA",NA,4,24,39,3,1
3,"CCA-LDA",NA,14,6,37,3,1
3,"PCA-LDA",NA,1,34,39,3,1
4,"CCA-LDA",NA,7,12,39,3,1
4,"PCA-LDA",NA,2,27,38,3,1
5,"CCA-LDA",NA,6,15,38,3,1
5,"PCA-LDA",NA,3,25,38,3,1
6,"CCA-LDA",NA,6,13,36,3,1
6,"PCA-LDA",NA,5,17,39,3,1
7,"CCA-LDA",NA,12,5,38,3,1
7,"PCA-LDA",NA,3,32,39,3,1
8,"CCA-LDA",NA,8,23,39,3,1
8,"PCA-LDA",NA,2,32,39,3,1
9,"CCA-LDA",NA,5,13,38,3,1
9,"PCA-LDA",NA,4,28,39,3,1
10,"CCA-LDA",NA,6,18,38,3,1
10,"PCA-LDA",NA,2,19,31,3,1
11,"CCA-LDA",NA,14,7,39,3,1
11,"PCA-LDA",NA,4,30,39,3,1
12,"CCA-LDA",NA,7,26,39,3,1
12,"PCA-LDA",NA,3,22,39,3,1
13,"CCA-LDA",NA,6,9,39,3,1
13,"PCA-LDA",NA,0,31,36,3,1
14,"CCA-LDA",NA,6,22,39,3,1
14,"PCA-LDA",NA,3,27,39,3,1
15,"CCA-LDA",NA,6,24,39,3,1
15,"PCA-LDA",NA,1,36,39,3,1
16,"CCA-LDA",NA,10,22,38,3,1
16,"PCA-LDA",NA,0,28,35,3,1
17,"CCA-LDA",NA,6,16,39,3,1
17,"PCA-LDA",NA,3,25,39,3,1
18,"CCA-LDA",NA,9,6,38,3,1
18,"PCA-LDA",NA,3,22,39,3,1
19,"CCA-LDA",NA,8,8,38,3,1
19,"PCA-LDA",NA,1,24,34,3,1
20,"CCA-LDA",NA,6,18,38,3,1
20,"PCA-LDA",NA,5,21,39,3,1
21,"CCA-LDA",NA,4,13,39,3,1
21,"PCA-LDA",NA,3,20,39,3,1
22,"CCA-LDA",NA,9,16,39,3,1
22,"PCA-LDA",NA,1,30,37,3,1
23,"CCA-LDA",NA,5,23,39,3,1
23,"PCA-LDA",NA,3,27,37,3,1
24,"CCA-LDA",NA,9,18,39,3,1
24,"PCA-LDA",NA,3,31,39,3,1
25,"CCA-LDA",NA,4,23,39,3,1
25,"PCA-LDA",NA,1,29,39,3,1
26,"CCA-LDA",NA,4,15,38,3,1
26,"PCA-LDA",NA,1,25,37,3,1
27,"CCA-LDA",NA,9,13,39,3,1
27,"PCA-LDA",NA,2,29,37,3,1
28,"CCA-LDA",NA,7,11,39,3,1
28,"PCA-LDA",NA,1,30,39,3,1
29,"CCA-LDA",NA,11,11,38,3,1
29,"PCA-LDA",NA,2,33,39,3,1
30,"CCA-LDA",NA,2,9,39,3,1
30,"PCA-LDA",NA,3,26,39,3,1
31,"CCA-LDA",NA,10,20,38,3,1
31,"PCA-LDA",NA,0,28,39,3,1
32,"CCA-LDA",NA,4,11,38,3,1
32,"PCA-LDA",NA,2,27,39,3,1
33,"CCA-LDA",NA,6,7,38,3,1
33,"PCA-LDA",NA,1,26,39,3,1
34,"CCA-LDA",NA,5,22,38,3,1
34,"PCA-LDA",NA,3,24,38,3,1
35,"CCA-LDA",NA,11,3,36,3,1
35,"PCA-LDA",NA,4,23,39,3,1
36,"CCA-LDA",NA,11,18,39,3,1
36,"PCA-LDA",NA,1,26,39,3,1
37,"CCA-LDA",NA,7,13,39,3,1
37,"PCA-LDA",NA,0,28,35,3,1
38,"CCA-LDA",NA,9,16,38,3,1
38,"PCA-LDA",NA,0,26,35,3,1
39,"CCA-LDA",NA,8,17,38,3,1
39,"PCA-LDA",NA,2,26,39,3,1
40,"CCA-LDA",NA,2,26,39,3,1
40,"PCA-LDA",NA,0,30,39,3,1
41,"CCA-LDA",NA,8,7,37,3,1
41,"PCA-LDA",NA,2,12,39,3,1
42,"CCA-LDA",NA,5,15,37,3,1
42,"PCA-LDA",NA,1,16,38,3,1
43,"CCA-LDA",NA,9,4,39,3,1
43,"PCA-LDA",NA,3,28,39,3,1
44,"CCA-LDA",NA,6,26,39,3,1
44,"PCA-LDA",NA,2,27,38,3,1
45,"CCA-LDA",NA,6,19,39,3,1
45,"PCA-LDA",NA,0,24,39,3,1
46,"CCA-LDA",NA,4,7,39,3,1
46,"PCA-LDA",NA,4,16,38,3,1
47,"CCA-LDA",NA,1,21,38,3,1
47,"PCA-LDA",NA,0,27,38,3,1
48,"CCA-LDA",NA,11,16,39,3,1
48,"PCA-LDA",NA,1,29,38,3,1
49,"CCA-LDA",NA,6,13,37,3,1
49,"PCA-LDA",NA,0,11,39,3,1
50,"CCA-LDA",NA,12,5,38,3,1
50,"PCA-LDA",NA,0,31,38,3,1
51,"CCA-LDA",NA,6,4,37,3,1
51,"PCA-LDA",NA,1,31,39,3,1
52,"CCA-LDA",NA,9,7,39,3,1
52,"PCA-LDA",NA,0,34,39,3,1
53,"CCA-LDA",NA,6,13,39,3,1
53,"PCA-LDA",NA,4,20,39,3,1
