"sim","method","n.dims","err","n.dims.min","n.dims.max","CV","Pi","Alt"
56,"CCA-LDA",NA,0,2,35,3,1,4
56,"PCA-LDA",NA,0,2,21,3,1,4
57,"CCA-LDA",NA,0,2,23,3,1,4
57,"PCA-LDA",NA,0,2,24,3,1,4
58,"CCA-LDA",NA,0,2,28,3,1,4
58,"PCA-LDA",NA,0,2,23,3,1,4
59,"CCA-LDA",NA,0,2,32,3,1,4
59,"PCA-LDA",NA,0,2,28,3,1,4
60,"CCA-LDA",NA,1,2,30,3,1,4
60,"PCA-LDA",NA,0,2,38,3,1,4
61,"CCA-LDA",NA,0,2,23,3,1,4
61,"PCA-LDA",NA,0,2,29,3,1,4
62,"CCA-LDA",NA,0,2,35,3,1,4
62,"PCA-LDA",NA,0,2,17,3,1,4
63,"CCA-LDA",NA,0,2,32,3,1,4
63,"PCA-LDA",NA,0,2,27,3,1,4
64,"CCA-LDA",NA,0,2,32,3,1,4
64,"PCA-LDA",NA,0,2,26,3,1,4
65,"CCA-LDA",NA,0,2,36,3,1,4
65,"PCA-LDA",NA,0,2,29,3,1,4
66,"CCA-LDA",NA,0,2,11,3,1,4
66,"PCA-LDA",NA,0,2,21,3,1,4
67,"CCA-LDA",NA,0,2,38,3,1,4
67,"PCA-LDA",NA,0,2,33,3,1,4
68,"CCA-LDA",NA,0,2,24,3,1,4
68,"PCA-LDA",NA,0,2,27,3,1,4
69,"CCA-LDA",NA,0,2,28,3,1,4
69,"PCA-LDA",NA,0,2,37,3,1,4
70,"CCA-LDA",NA,0,2,16,3,1,4
70,"PCA-LDA",NA,0,2,27,3,1,4
71,"CCA-LDA",NA,0,2,33,3,1,4
71,"PCA-LDA",NA,0,2,35,3,1,4
72,"CCA-LDA",NA,0,2,24,3,1,4
72,"PCA-LDA",NA,0,2,22,3,1,4
73,"CCA-LDA",NA,0,2,31,3,1,4
73,"PCA-LDA",NA,0,2,30,3,1,4
74,"CCA-LDA",NA,0,2,20,3,1,4
74,"PCA-LDA",NA,1,2,17,3,1,4
75,"CCA-LDA",NA,0,2,10,3,1,4
75,"PCA-LDA",NA,0,2,24,3,1,4
76,"CCA-LDA",NA,0,2,9,3,1,4
76,"PCA-LDA",NA,0,2,21,3,1,4
77,"CCA-LDA",NA,0,2,13,3,1,4
77,"PCA-LDA",NA,0,2,37,3,1,4
78,"CCA-LDA",NA,0,2,26,3,1,4
78,"PCA-LDA",NA,0,2,31,3,1,4
79,"CCA-LDA",NA,0,2,28,3,1,4
79,"PCA-LDA",NA,0,2,36,3,1,4
80,"CCA-LDA",NA,0,2,27,3,1,4
80,"PCA-LDA",NA,1,2,13,3,1,4
81,"CCA-LDA",NA,0,2,34,3,1,4
81,"PCA-LDA",NA,0,2,16,3,1,4
82,"CCA-LDA",NA,0,2,25,3,1,4
82,"PCA-LDA",NA,0,2,33,3,1,4
83,"CCA-LDA",NA,0,2,18,3,1,4
83,"PCA-LDA",NA,0,2,38,3,1,4
84,"CCA-LDA",NA,0,2,32,3,1,4
84,"PCA-LDA",NA,0,2,31,3,1,4
85,"CCA-LDA",NA,0,2,31,3,1,4
85,"PCA-LDA",NA,1,2,17,3,1,4
86,"CCA-LDA",NA,0,2,27,3,1,4
86,"PCA-LDA",NA,0,2,31,3,1,4
87,"CCA-LDA",NA,0,2,11,3,1,4
87,"PCA-LDA",NA,0,2,24,3,1,4
88,"CCA-LDA",NA,0,2,31,3,1,4
88,"PCA-LDA",NA,0,2,34,3,1,4
89,"CCA-LDA",NA,0,2,30,3,1,4
89,"PCA-LDA",NA,0,2,34,3,1,4
90,"CCA-LDA",NA,0,2,21,3,1,4
90,"PCA-LDA",NA,0,2,27,3,1,4
91,"CCA-LDA",NA,0,2,12,3,1,4
91,"PCA-LDA",NA,0,2,39,3,1,4
92,"CCA-LDA",NA,0,2,17,3,1,4
92,"PCA-LDA",NA,1,2,28,3,1,4
93,"CCA-LDA",NA,0,2,32,3,1,4
93,"PCA-LDA",NA,0,2,35,3,1,4
94,"CCA-LDA",NA,0,2,22,3,1,4
94,"PCA-LDA",NA,0,2,36,3,1,4
95,"CCA-LDA",NA,0,2,20,3,1,4
95,"PCA-LDA",NA,0,2,17,3,1,4
96,"CCA-LDA",NA,1,2,21,3,1,4
96,"PCA-LDA",NA,0,2,30,3,1,4
97,"CCA-LDA",NA,0,2,16,3,1,4
97,"PCA-LDA",NA,0,2,33,3,1,4
98,"CCA-LDA",NA,0,2,29,3,1,4
98,"PCA-LDA",NA,0,2,31,3,1,4
99,"CCA-LDA",NA,0,2,21,3,1,4
99,"PCA-LDA",NA,0,2,11,3,1,4
100,"CCA-LDA",NA,0,2,31,3,1,4
100,"PCA-LDA",NA,0,2,39,3,1,4
101,"CCA-LDA",NA,0,2,31,3,1,4
101,"PCA-LDA",NA,0,2,35,3,1,4
102,"CCA-LDA",NA,0,2,15,3,1,4
102,"PCA-LDA",NA,0,2,24,3,1,4
103,"CCA-LDA",NA,0,2,36,3,1,4
103,"PCA-LDA",NA,0,2,34,3,1,4
104,"CCA-LDA",NA,0,2,21,3,1,4
104,"PCA-LDA",NA,0,2,21,3,1,4
105,"CCA-LDA",NA,0,2,12,3,1,4
105,"PCA-LDA",NA,0,2,35,3,1,4
106,"CCA-LDA",NA,0,2,37,3,1,4
106,"PCA-LDA",NA,0,2,23,3,1,4
107,"CCA-LDA",NA,0,2,22,3,1,4
107,"PCA-LDA",NA,0,2,28,3,1,4
108,"CCA-LDA",NA,0,2,31,3,1,4
108,"PCA-LDA",NA,0,2,23,3,1,4
109,"CCA-LDA",NA,0,2,21,3,1,4
109,"PCA-LDA",NA,0,2,33,3,1,4
110,"CCA-LDA",NA,0,2,20,3,1,4
110,"PCA-LDA",NA,0,2,24,3,1,4
111,"CCA-LDA",NA,0,2,13,3,1,4
111,"PCA-LDA",NA,0,2,27,3,1,4
112,"CCA-LDA",NA,0,2,29,3,1,4
112,"PCA-LDA",NA,0,2,19,3,1,4
113,"CCA-LDA",NA,0,2,33,3,1,4
113,"PCA-LDA",NA,0,2,24,3,1,4
114,"CCA-LDA",NA,0,2,22,3,1,4
114,"PCA-LDA",NA,0,2,19,3,1,4
115,"CCA-LDA",NA,0,2,24,3,1,4
115,"PCA-LDA",NA,0,2,29,3,1,4
116,"CCA-LDA",NA,0,2,30,3,1,4
116,"PCA-LDA",NA,0,2,33,3,1,4
117,"CCA-LDA",NA,0,2,19,3,1,4
117,"PCA-LDA",NA,0,2,27,3,1,4
118,"CCA-LDA",NA,0,2,21,3,1,4
118,"PCA-LDA",NA,0,2,33,3,1,4
119,"CCA-LDA",NA,0,2,19,3,1,4
119,"PCA-LDA",NA,0,2,29,3,1,4
120,"CCA-LDA",NA,0,2,27,3,1,4
120,"PCA-LDA",NA,0,2,8,3,1,4
121,"CCA-LDA",NA,0,2,20,3,1,4
121,"PCA-LDA",NA,0,2,33,3,1,4
122,"CCA-LDA",NA,0,2,16,3,1,4
122,"PCA-LDA",NA,0,2,17,3,1,4
123,"CCA-LDA",NA,0,2,26,3,1,4
123,"PCA-LDA",NA,0,2,28,3,1,4
124,"CCA-LDA",NA,0,2,24,3,1,4
124,"PCA-LDA",NA,0,2,29,3,1,4
125,"CCA-LDA",NA,0,2,10,3,1,4
125,"PCA-LDA",NA,0,2,24,3,1,4
126,"CCA-LDA",NA,0,2,22,3,1,4
126,"PCA-LDA",NA,0,2,29,3,1,4
127,"CCA-LDA",NA,0,2,35,3,1,4
127,"PCA-LDA",NA,0,2,19,3,1,4
128,"CCA-LDA",NA,0,2,24,3,1,4
128,"PCA-LDA",NA,0,2,26,3,1,4
129,"CCA-LDA",NA,0,2,23,3,1,4
129,"PCA-LDA",NA,0,2,19,3,1,4
130,"CCA-LDA",NA,0,2,14,3,1,4
130,"PCA-LDA",NA,0,2,17,3,1,4
131,"CCA-LDA",NA,0,2,20,3,1,4
131,"PCA-LDA",NA,0,2,32,3,1,4
132,"CCA-LDA",NA,0,2,27,3,1,4
132,"PCA-LDA",NA,0,2,29,3,1,4
133,"CCA-LDA",NA,1,2,29,3,1,4
133,"PCA-LDA",NA,0,2,12,3,1,4
134,"CCA-LDA",NA,0,2,27,3,1,4
134,"PCA-LDA",NA,0,2,32,3,1,4
135,"CCA-LDA",NA,0,2,35,3,1,4
135,"PCA-LDA",NA,0,2,31,3,1,4
136,"CCA-LDA",NA,0,2,25,3,1,4
136,"PCA-LDA",NA,0,2,26,3,1,4
137,"CCA-LDA",NA,0,2,36,3,1,4
137,"PCA-LDA",NA,0,2,12,3,1,4
138,"CCA-LDA",NA,0,2,36,3,1,4
138,"PCA-LDA",NA,0,2,36,3,1,4
139,"CCA-LDA",NA,0,2,39,3,1,4
139,"PCA-LDA",NA,1,2,17,3,1,4
140,"CCA-LDA",NA,0,2,22,3,1,4
140,"PCA-LDA",NA,0,2,35,3,1,4
141,"CCA-LDA",NA,0,2,36,3,1,4
141,"PCA-LDA",NA,0,2,38,3,1,4
142,"CCA-LDA",NA,0,2,18,3,1,4
142,"PCA-LDA",NA,0,2,34,3,1,4
143,"CCA-LDA",NA,0,2,12,3,1,4
143,"PCA-LDA",NA,0,2,32,3,1,4
144,"CCA-LDA",NA,0,2,36,3,1,4
144,"PCA-LDA",NA,0,2,11,3,1,4
145,"CCA-LDA",NA,0,2,14,3,1,4
145,"PCA-LDA",NA,0,2,33,3,1,4
146,"CCA-LDA",NA,0,2,19,3,1,4
146,"PCA-LDA",NA,0,2,28,3,1,4
147,"CCA-LDA",NA,0,2,17,3,1,4
147,"PCA-LDA",NA,0,2,23,3,1,4
148,"CCA-LDA",NA,0,2,17,3,1,4
148,"PCA-LDA",NA,1,2,30,3,1,4
149,"CCA-LDA",NA,0,2,24,3,1,4
149,"PCA-LDA",NA,0,2,32,3,1,4
150,"CCA-LDA",NA,0,2,34,3,1,4
150,"PCA-LDA",NA,0,2,36,3,1,4
151,"CCA-LDA",NA,0,2,18,3,1,4
151,"PCA-LDA",NA,0,2,24,3,1,4
152,"CCA-LDA",NA,0,2,23,3,1,4
152,"PCA-LDA",NA,0,2,25,3,1,4
153,"CCA-LDA",NA,0,2,28,3,1,4
153,"PCA-LDA",NA,0,2,32,3,1,4
154,"CCA-LDA",NA,0,2,26,3,1,4
154,"PCA-LDA",NA,1,2,25,3,1,4
155,"CCA-LDA",NA,0,2,36,3,1,4
155,"PCA-LDA",NA,0,2,27,3,1,4
156,"CCA-LDA",NA,0,2,20,3,1,4
156,"PCA-LDA",NA,0,2,22,3,1,4
157,"CCA-LDA",NA,0,2,20,3,1,4
157,"PCA-LDA",NA,0,2,37,3,1,4
158,"CCA-LDA",NA,0,2,19,3,1,4
158,"PCA-LDA",NA,0,2,7,3,1,4
159,"CCA-LDA",NA,1,2,32,3,1,4
159,"PCA-LDA",NA,0,2,35,3,1,4
160,"CCA-LDA",NA,0,2,22,3,1,4
160,"PCA-LDA",NA,0,2,20,3,1,4
161,"CCA-LDA",NA,0,2,11,3,1,4
161,"PCA-LDA",NA,0,2,28,3,1,4
162,"CCA-LDA",NA,0,2,35,3,1,4
162,"PCA-LDA",NA,0,2,34,3,1,4
163,"CCA-LDA",NA,0,2,23,3,1,4
163,"PCA-LDA",NA,1,2,22,3,1,4
164,"CCA-LDA",NA,0,2,37,3,1,4
164,"PCA-LDA",NA,1,2,24,3,1,4
165,"CCA-LDA",NA,0,2,18,3,1,4
165,"PCA-LDA",NA,0,2,8,3,1,4
166,"CCA-LDA",NA,0,2,29,3,1,4
166,"PCA-LDA",NA,0,2,34,3,1,4
167,"CCA-LDA",NA,0,2,14,3,1,4
167,"PCA-LDA",NA,1,2,36,3,1,4
168,"CCA-LDA",NA,0,2,27,3,1,4
168,"PCA-LDA",NA,0,2,38,3,1,4
169,"CCA-LDA",NA,0,2,30,3,1,4
169,"PCA-LDA",NA,0,2,26,3,1,4
170,"CCA-LDA",NA,0,2,26,3,1,4
170,"PCA-LDA",NA,0,2,21,3,1,4
171,"CCA-LDA",NA,0,2,24,3,1,4
171,"PCA-LDA",NA,0,2,27,3,1,4
172,"CCA-LDA",NA,0,2,24,3,1,4
172,"PCA-LDA",NA,0,2,32,3,1,4
173,"CCA-LDA",NA,0,2,25,3,1,4
173,"PCA-LDA",NA,0,2,23,3,1,4
174,"CCA-LDA",NA,0,2,24,3,1,4
174,"PCA-LDA",NA,0,2,26,3,1,4
175,"CCA-LDA",NA,0,2,19,3,1,4
175,"PCA-LDA",NA,0,2,32,3,1,4
176,"CCA-LDA",NA,0,2,32,3,1,4
176,"PCA-LDA",NA,0,2,30,3,1,4
177,"CCA-LDA",NA,0,2,20,3,1,4
177,"PCA-LDA",NA,0,2,34,3,1,4
178,"CCA-LDA",NA,0,2,39,3,1,4
178,"PCA-LDA",NA,0,2,22,3,1,4
179,"CCA-LDA",NA,0,2,36,3,1,4
179,"PCA-LDA",NA,0,2,34,3,1,4
180,"CCA-LDA",NA,0,2,20,3,1,4
180,"PCA-LDA",NA,0,2,30,3,1,4
181,"CCA-LDA",NA,1,2,18,3,1,4
181,"PCA-LDA",NA,0,2,25,3,1,4
182,"CCA-LDA",NA,0,2,17,3,1,4
182,"PCA-LDA",NA,0,2,33,3,1,4
183,"CCA-LDA",NA,0,2,37,3,1,4
183,"PCA-LDA",NA,0,2,20,3,1,4
184,"CCA-LDA",NA,0,2,32,3,1,4
184,"PCA-LDA",NA,0,2,24,3,1,4
185,"CCA-LDA",NA,0,2,10,3,1,4
185,"PCA-LDA",NA,0,2,39,3,1,4
186,"CCA-LDA",NA,0,2,21,3,1,4
186,"PCA-LDA",NA,0,2,33,3,1,4
187,"CCA-LDA",NA,0,2,22,3,1,4
187,"PCA-LDA",NA,0,2,36,3,1,4
188,"CCA-LDA",NA,0,2,23,3,1,4
188,"PCA-LDA",NA,0,2,20,3,1,4
189,"CCA-LDA",NA,1,2,35,3,1,4
189,"PCA-LDA",NA,0,2,30,3,1,4
190,"CCA-LDA",NA,0,2,32,3,1,4
190,"PCA-LDA",NA,0,2,32,3,1,4
191,"CCA-LDA",NA,0,2,8,3,1,4
191,"PCA-LDA",NA,0,2,18,3,1,4
192,"CCA-LDA",NA,0,2,21,3,1,4
192,"PCA-LDA",NA,0,2,33,3,1,4
193,"CCA-LDA",NA,0,2,15,3,1,4
193,"PCA-LDA",NA,0,2,22,3,1,4
194,"CCA-LDA",NA,0,2,33,3,1,4
194,"PCA-LDA",NA,0,2,35,3,1,4
195,"CCA-LDA",NA,0,2,22,3,1,4
195,"PCA-LDA",NA,0,2,29,3,1,4
196,"CCA-LDA",NA,0,2,26,3,1,4
196,"PCA-LDA",NA,0,2,27,3,1,4
197,"CCA-LDA",NA,0,2,27,3,1,4
197,"PCA-LDA",NA,0,2,15,3,1,4
198,"CCA-LDA",NA,0,2,17,3,1,4
198,"PCA-LDA",NA,0,2,38,3,1,4
199,"CCA-LDA",NA,0,2,25,3,1,4
199,"PCA-LDA",NA,1,2,19,3,1,4
200,"CCA-LDA",NA,0,2,25,3,1,4
200,"PCA-LDA",NA,1,2,15,3,1,4
1,"CCA-LDA",NA,0,2,13,3,2,5
1,"PCA-LDA",NA,0,2,24,3,2,5
2,"CCA-LDA",NA,0,2,17,3,2,5
2,"PCA-LDA",NA,0,2,31,3,2,5
3,"CCA-LDA",NA,0,2,20,3,2,5
3,"PCA-LDA",NA,0,2,28,3,2,5
4,"CCA-LDA",NA,0,2,31,3,2,5
4,"PCA-LDA",NA,0,2,23,3,2,5
5,"CCA-LDA",NA,0,2,14,3,2,5
5,"PCA-LDA",NA,0,2,21,3,2,5
6,"CCA-LDA",NA,0,2,20,3,2,5
6,"PCA-LDA",NA,0,2,39,3,2,5
7,"CCA-LDA",NA,0,2,12,3,2,5
7,"PCA-LDA",NA,0,2,28,3,2,5
8,"CCA-LDA",NA,0,2,15,3,2,5
8,"PCA-LDA",NA,0,2,24,3,2,5
9,"CCA-LDA",NA,0,2,11,3,2,5
9,"PCA-LDA",NA,0,2,12,3,2,5
10,"CCA-LDA",NA,0,2,18,3,2,5
10,"PCA-LDA",NA,0,2,18,3,2,5
11,"CCA-LDA",NA,0,2,14,3,2,5
11,"PCA-LDA",NA,0,2,23,3,2,5
12,"CCA-LDA",NA,0,2,17,3,2,5
12,"PCA-LDA",NA,0,2,24,3,2,5
13,"CCA-LDA",NA,0,2,8,3,2,5
13,"PCA-LDA",NA,0,2,27,3,2,5
14,"CCA-LDA",NA,0,2,8,3,2,5
14,"PCA-LDA",NA,0,2,17,3,2,5
15,"CCA-LDA",NA,0,2,32,3,2,5
15,"PCA-LDA",NA,0,2,31,3,2,5
16,"CCA-LDA",NA,0,2,9,3,2,5
16,"PCA-LDA",NA,0,2,26,3,2,5
17,"CCA-LDA",NA,0,2,25,3,2,5
17,"PCA-LDA",NA,0,2,14,3,2,5
18,"CCA-LDA",NA,0,2,29,3,2,5
18,"PCA-LDA",NA,0,2,16,3,2,5
19,"CCA-LDA",NA,0,2,11,3,2,5
19,"PCA-LDA",NA,0,2,15,3,2,5
20,"CCA-LDA",NA,0,2,12,3,2,5
20,"PCA-LDA",NA,0,2,25,3,2,5
21,"CCA-LDA",NA,0,2,14,3,2,5
21,"PCA-LDA",NA,0,2,31,3,2,5
22,"CCA-LDA",NA,0,2,14,3,2,5
22,"PCA-LDA",NA,0,2,24,3,2,5
23,"CCA-LDA",NA,0,2,22,3,2,5
23,"PCA-LDA",NA,0,2,23,3,2,5
24,"CCA-LDA",NA,0,2,29,3,2,5
24,"PCA-LDA",NA,0,2,26,3,2,5
25,"CCA-LDA",NA,0,2,16,3,2,5
25,"PCA-LDA",NA,0,2,27,3,2,5
26,"CCA-LDA",NA,0,2,13,3,2,5
26,"PCA-LDA",NA,0,2,24,3,2,5
27,"CCA-LDA",NA,0,2,26,3,2,5
27,"PCA-LDA",NA,0,2,30,3,2,5
28,"CCA-LDA",NA,0,2,30,3,2,5
28,"PCA-LDA",NA,0,2,22,3,2,5
29,"CCA-LDA",NA,0,2,12,3,2,5
29,"PCA-LDA",NA,0,2,32,3,2,5
30,"CCA-LDA",NA,0,2,14,3,2,5
30,"PCA-LDA",NA,0,2,25,3,2,5
31,"CCA-LDA",NA,0,2,15,3,2,5
31,"PCA-LDA",NA,0,2,22,3,2,5
32,"CCA-LDA",NA,0,2,12,3,2,5
32,"PCA-LDA",NA,0,2,12,3,2,5
33,"CCA-LDA",NA,0,2,5,3,2,5
33,"PCA-LDA",NA,0,2,21,3,2,5
34,"CCA-LDA",NA,0,2,21,3,2,5
34,"PCA-LDA",NA,0,2,34,3,2,5
35,"CCA-LDA",NA,0,2,15,3,2,5
35,"PCA-LDA",NA,0,2,11,3,2,5
36,"CCA-LDA",NA,0,2,14,3,2,5
36,"PCA-LDA",NA,0,2,23,3,2,5
37,"CCA-LDA",NA,0,2,11,3,2,5
37,"PCA-LDA",NA,0,2,14,3,2,5
38,"CCA-LDA",NA,0,2,7,3,2,5
38,"PCA-LDA",NA,0,2,23,3,2,5
39,"CCA-LDA",NA,0,2,6,3,2,5
39,"PCA-LDA",NA,0,2,19,3,2,5
40,"CCA-LDA",NA,0,2,28,3,2,5
40,"PCA-LDA",NA,0,2,25,3,2,5
41,"CCA-LDA",NA,0,2,6,3,2,5
41,"PCA-LDA",NA,0,2,31,3,2,5
42,"CCA-LDA",NA,0,2,12,3,2,5
42,"PCA-LDA",NA,0,2,17,3,2,5
43,"CCA-LDA",NA,0,2,13,3,2,5
43,"PCA-LDA",NA,0,2,37,3,2,5
44,"CCA-LDA",NA,0,2,14,3,2,5
44,"PCA-LDA",NA,0,2,28,3,2,5
45,"CCA-LDA",NA,0,2,8,3,2,5
45,"PCA-LDA",NA,0,2,20,3,2,5
46,"CCA-LDA",NA,0,2,13,3,2,5
46,"PCA-LDA",NA,1,2,11,3,2,5
47,"CCA-LDA",NA,0,2,14,3,2,5
47,"PCA-LDA",NA,0,2,25,3,2,5
48,"CCA-LDA",NA,0,2,13,3,2,5
48,"PCA-LDA",NA,0,2,28,3,2,5
49,"CCA-LDA",NA,0,2,12,3,2,5
49,"PCA-LDA",NA,0,2,11,3,2,5
50,"CCA-LDA",NA,0,2,13,3,2,5
50,"PCA-LDA",NA,0,2,21,3,2,5
51,"CCA-LDA",NA,0,2,19,3,2,5
51,"PCA-LDA",NA,0,2,24,3,2,5
52,"CCA-LDA",NA,0,2,14,3,2,5
52,"PCA-LDA",NA,0,2,26,3,2,5
53,"CCA-LDA",NA,0,2,22,3,2,5
53,"PCA-LDA",NA,0,2,16,3,2,5
54,"CCA-LDA",NA,0,2,18,3,2,5
54,"PCA-LDA",NA,0,2,22,3,2,5
55,"CCA-LDA",NA,0,2,12,3,2,5
55,"PCA-LDA",NA,0,2,28,3,2,5
56,"CCA-LDA",NA,0,2,12,3,2,5
56,"PCA-LDA",NA,0,2,18,3,2,5
57,"CCA-LDA",NA,0,2,14,3,2,5
57,"PCA-LDA",NA,0,2,24,3,2,5
58,"CCA-LDA",NA,0,2,8,3,2,5
58,"PCA-LDA",NA,0,2,18,3,2,5
59,"CCA-LDA",NA,0,2,15,3,2,5
59,"PCA-LDA",NA,0,2,22,3,2,5
60,"CCA-LDA",NA,0,2,23,3,2,5
60,"PCA-LDA",NA,0,2,25,3,2,5
61,"CCA-LDA",NA,0,2,16,3,2,5
61,"PCA-LDA",NA,0,2,14,3,2,5
62,"CCA-LDA",NA,0,2,11,3,2,5
62,"PCA-LDA",NA,0,2,15,3,2,5
63,"CCA-LDA",NA,0,2,14,3,2,5
63,"PCA-LDA",NA,0,2,14,3,2,5
64,"CCA-LDA",NA,0,2,13,3,2,5
64,"PCA-LDA",NA,0,2,21,3,2,5
65,"CCA-LDA",NA,0,2,9,3,2,5
65,"PCA-LDA",NA,0,2,23,3,2,5
66,"CCA-LDA",NA,0,2,13,3,2,5
66,"PCA-LDA",NA,0,2,18,3,2,5
67,"CCA-LDA",NA,0,2,14,3,2,5
67,"PCA-LDA",NA,0,2,26,3,2,5
68,"CCA-LDA",NA,0,2,12,3,2,5
68,"PCA-LDA",NA,0,2,21,3,2,5
69,"CCA-LDA",NA,0,2,21,3,2,5
69,"PCA-LDA",NA,0,2,31,3,2,5
70,"CCA-LDA",NA,0,2,18,3,2,5
70,"PCA-LDA",NA,0,2,18,3,2,5
71,"CCA-LDA",NA,0,2,14,3,2,5
71,"PCA-LDA",NA,0,2,9,3,2,5
72,"CCA-LDA",NA,0,2,15,3,2,5
72,"PCA-LDA",NA,0,2,19,3,2,5
73,"CCA-LDA",NA,0,2,12,3,2,5
73,"PCA-LDA",NA,0,2,21,3,2,5
74,"CCA-LDA",NA,0,2,6,3,2,5
74,"PCA-LDA",NA,0,2,28,3,2,5
75,"CCA-LDA",NA,0,2,13,3,2,5
75,"PCA-LDA",NA,0,2,22,3,2,5
76,"CCA-LDA",NA,0,2,21,3,2,5
76,"PCA-LDA",NA,0,2,18,3,2,5
77,"CCA-LDA",NA,0,2,19,3,2,5
77,"PCA-LDA",NA,0,2,24,3,2,5
78,"CCA-LDA",NA,0,2,31,3,2,5
78,"PCA-LDA",NA,0,2,28,3,2,5
79,"CCA-LDA",NA,0,2,13,3,2,5
79,"PCA-LDA",NA,0,2,31,3,2,5
80,"CCA-LDA",NA,0,2,14,3,2,5
80,"PCA-LDA",NA,0,2,35,3,2,5
81,"CCA-LDA",NA,0,2,13,3,2,5
81,"PCA-LDA",NA,0,2,15,3,2,5
82,"CCA-LDA",NA,0,2,15,3,2,5
82,"PCA-LDA",NA,0,2,25,3,2,5
83,"CCA-LDA",NA,0,2,12,3,2,5
83,"PCA-LDA",NA,0,2,23,3,2,5
84,"CCA-LDA",NA,0,2,14,3,2,5
84,"PCA-LDA",NA,0,2,23,3,2,5
85,"CCA-LDA",NA,1,2,10,3,2,5
85,"PCA-LDA",NA,0,2,35,3,2,5
86,"CCA-LDA",NA,0,2,8,3,2,5
86,"PCA-LDA",NA,0,2,26,3,2,5
87,"CCA-LDA",NA,0,2,30,3,2,5
87,"PCA-LDA",NA,0,2,15,3,2,5
88,"CCA-LDA",NA,0,2,17,3,2,5
88,"PCA-LDA",NA,0,2,29,3,2,5
89,"CCA-LDA",NA,0,2,9,3,2,5
89,"PCA-LDA",NA,0,2,22,3,2,5
90,"CCA-LDA",NA,0,2,31,3,2,5
90,"PCA-LDA",NA,0,2,18,3,2,5
91,"CCA-LDA",NA,0,2,15,3,2,5
91,"PCA-LDA",NA,0,2,21,3,2,5
92,"CCA-LDA",NA,0,2,8,3,2,5
92,"PCA-LDA",NA,0,2,27,3,2,5
93,"CCA-LDA",NA,0,2,14,3,2,5
93,"PCA-LDA",NA,0,2,26,3,2,5
94,"CCA-LDA",NA,0,2,12,3,2,5
94,"PCA-LDA",NA,0,2,17,3,2,5
95,"CCA-LDA",NA,0,2,8,3,2,5
95,"PCA-LDA",NA,0,2,13,3,2,5
96,"CCA-LDA",NA,0,2,13,3,2,5
96,"PCA-LDA",NA,0,2,23,3,2,5
97,"CCA-LDA",NA,0,2,15,3,2,5
97,"PCA-LDA",NA,0,2,21,3,2,5
98,"CCA-LDA",NA,0,2,13,3,2,5
98,"PCA-LDA",NA,0,2,28,3,2,5
99,"CCA-LDA",NA,0,2,12,3,2,5
99,"PCA-LDA",NA,0,2,10,3,2,5
100,"CCA-LDA",NA,0,2,11,3,2,5
100,"PCA-LDA",NA,0,2,30,3,2,5
101,"CCA-LDA",NA,0,2,14,3,2,5
101,"PCA-LDA",NA,0,2,32,3,2,5
102,"CCA-LDA",NA,0,2,13,3,2,5
102,"PCA-LDA",NA,0,2,22,3,2,5
103,"CCA-LDA",NA,0,2,26,3,2,5
103,"PCA-LDA",NA,0,2,28,3,2,5
104,"CCA-LDA",NA,0,2,18,3,2,5
104,"PCA-LDA",NA,0,2,20,3,2,5
105,"CCA-LDA",NA,0,2,14,3,2,5
105,"PCA-LDA",NA,0,2,23,3,2,5
106,"CCA-LDA",NA,0,2,12,3,2,5
106,"PCA-LDA",NA,0,2,20,3,2,5
107,"CCA-LDA",NA,0,2,12,3,2,5
107,"PCA-LDA",NA,0,2,25,3,2,5
108,"CCA-LDA",NA,0,2,9,3,2,5
108,"PCA-LDA",NA,0,2,17,3,2,5
109,"CCA-LDA",NA,0,2,14,3,2,5
109,"PCA-LDA",NA,0,2,13,3,2,5
110,"CCA-LDA",NA,0,2,12,3,2,5
110,"PCA-LDA",NA,0,2,21,3,2,5
111,"CCA-LDA",NA,0,2,20,3,2,5
111,"PCA-LDA",NA,0,2,21,3,2,5
112,"CCA-LDA",NA,0,2,15,3,2,5
112,"PCA-LDA",NA,0,2,16,3,2,5
113,"CCA-LDA",NA,0,2,15,3,2,5
113,"PCA-LDA",NA,0,2,20,3,2,5
114,"CCA-LDA",NA,0,2,12,3,2,5
114,"PCA-LDA",NA,0,2,14,3,2,5
115,"CCA-LDA",NA,0,2,18,3,2,5
115,"PCA-LDA",NA,0,2,23,3,2,5
116,"CCA-LDA",NA,0,2,13,3,2,5
116,"PCA-LDA",NA,0,2,22,3,2,5
117,"CCA-LDA",NA,0,2,14,3,2,5
117,"PCA-LDA",NA,0,2,14,3,2,5
118,"CCA-LDA",NA,0,2,11,3,2,5
118,"PCA-LDA",NA,0,2,31,3,2,5
119,"CCA-LDA",NA,0,2,13,3,2,5
119,"PCA-LDA",NA,0,2,25,3,2,5
120,"CCA-LDA",NA,0,2,10,3,2,5
120,"PCA-LDA",NA,0,2,9,3,2,5
121,"CCA-LDA",NA,0,2,17,3,2,5
121,"PCA-LDA",NA,0,2,28,3,2,5
122,"CCA-LDA",NA,0,2,12,3,2,5
122,"PCA-LDA",NA,0,2,12,3,2,5
123,"CCA-LDA",NA,0,2,12,3,2,5
123,"PCA-LDA",NA,0,2,26,3,2,5
